"Player","Source","Target","Weight"
"Simone Rosso","Torino FC","FC Pro Vercelli 1892","200000"
"Riad Bajić","Konyaspor","Udinese Calcio","5500000"
"Giuseppe Pezzella","US Palermo","Udinese Calcio","4500000"
"Bram Nuytinck","RSC Anderlecht","Udinese Calcio","3000000"
"Antonin Barak","SK Slavia Prag","Udinese Calcio","3000000"
"Mamadou Coulibaly","Delfino Pescara 1936","Udinese Calcio","2000000"
"Jens Stryger Larsen","Austria Vienna","Udinese Calcio","1500000"
"Svante Ingelsson","Kalmar FF","Udinese Calcio","750000"
"Bryan Cabezas","Independiente del Valle","Atalanta BC","1600000"
"Alessandro Santopadre","AC Perugia Calcio","Atalanta BC","1000000"
"Nicolò Fazzi","AC Perugia Calcio","Atalanta BC","700000"
"Hans Hateboer","FC Groningen","Atalanta BC","340000"
"Gianluca Mancini","AC Perugia Calcio","Atalanta BC","300000"
"Mattia Caldara","Atalanta BC","Juventus FC","19000000"
"Davide Brivio","Atalanta BC","Genoa CFC","4000000"
"Luca Cigarini","Atalanta BC","UC Sampdoria","3500000"
"Richmond Boakye","Atalanta BC","US Latina Calcio","2000000"
"Simone Verdi","AC Milan","Bologna FC 1909","6500000"
"Luca Rizzo","UC Sampdoria","Bologna FC 1909","6000000"
"Godfred Donsah","Cagliari Calcio","Bologna FC 1909","5000000"
"Ladislav Krejci","AC Sparta Praha","Bologna FC 1909","3800000"
"Lorenzo Crisetig","Inter Milan","Bologna FC 1909","2700000"
"Ádám Nagy","Ferencvárosi TC","Bologna FC 1909","1800000"
"Juan Manuel Valencia","Cortuluá","Bologna FC 1909","1400000"
"Federico Di Francesco","SS Virtus Lanciano","Bologna FC 1909","1400000"
"Bruno Petkovic","Trapani Calcio","Bologna FC 1909","1300000"
"Blerim Dzemaili","Galatasaray SK","Bologna FC 1909","1300000"
"Deian Boldor","SS Virtus Lanciano","Bologna FC 1909","500000"
"Amadou Diawara","Bologna FC 1909","SSC Napoli","14500000"
"Luca Rossettini","Bologna FC 1909","Torino FC","1980000"
"Marco Crimi","Bologna FC 1909","Carpi FC 1909","500000"
"Artur Ionita","Hellas Verona","Cagliari Calcio","4400000"
"Mauricio Isla","Juventus FC","Cagliari Calcio","4000000"
"Simone Padoin","Juventus FC","Cagliari Calcio","570000"
"Marko Pajac","NK Celje ","Cagliari Calcio","400000"
"Rafael","Hellas Verona","Cagliari Calcio","150000"
"Davide Astori","Cagliari Calcio","ACF Fiorentina","3500000"
"Simone Benedetti","Cagliari Calcio","Virtus Entella","500000"
"Paul-José Mpoku","Standard Liège","Chievo Verona","4000000"
"Mattia Bani","FC Pro Vercelli 1892","Chievo Verona","4000000"
"Samuel Bastien","RSC Anderlecht","Chievo Verona","1300000"
"Antonio Floro Flores","US Sassuolo","Chievo Verona","600000"
"Fabrizio Cacciatore","UC Sampdoria","Chievo Verona","522000"
"Simone Moschin","Chievo Verona","FC Pro Vercelli 1892","4000000"
"Nikola Ninkovic","Chievo Verona","Genoa CFC","550000"
"Ante Budimir","FC St. Pauli","FC Crotone","1000000"
"Noë Dussenne","Royal Excel Mouscron ","FC Crotone","950000"
"Federico Ceccherini","AS Livorno","FC Crotone","900000"
"Simy","Portimonense SC","FC Crotone","850000"
"Leonardo Capezzi","ACF Fiorentina","FC Crotone","800000"
"Maxwell Acosty","US Latina Calcio","FC Crotone","600000"
"Marcus Rohdén","IF Elfsborg","FC Crotone","500000"
"Nicolò Fazzi","ACF Fiorentina","FC Crotone","50000"
"Gian Marco Ferrari","FC Crotone","US Sassuolo","4000000"
"Ante Budimir","FC Crotone","UC Sampdoria","1800000"
"Leonardo Capezzi","FC Crotone","UC Sampdoria","1000000"
"Nicolò Fazzi","FC Crotone","AC Perugia Calcio","700000"
"Raffaele Palladino","FC Crotone","Genoa CFC","250000"
"Matheus Pereira","Sport Club Corinthians Paulista","FC Empoli","2000000"
"Miha Zajc","NK Olimpija Ljubljana","FC Empoli","1700000"
"Marcel Büchel","Juventus FC","FC Empoli","1200000"
"Omar El Kaddouri","SSC Napoli","FC Empoli","1200000"
"Lorenzo Tonelli","FC Empoli","SSC Napoli","10000000"
"Kevin Diks","Vitesse Arnhem","ACF Fiorentina","2800000"
"Bartlomiej Dragowski","Jagiellonia Bialystok","ACF Fiorentina","2500000"
"Ianis Hagi","FC Viitorul ","ACF Fiorentina","2000000"
"Hrvoje Milic","HNK Hajduk Split","ACF Fiorentina","1000000"
"José María Basanta","ACF Fiorentina","CF Monterrey","1000000"
"Rafal Wolski","ACF Fiorentina","Lechia Gdansk","500000"
"Gianluca Mancini","ACF Fiorentina","AC Perugia Calcio","150000"
"Diego Laxalt","Inter Milan","Genoa CFC","5800000"
"Giovanni Simeone","Club Atlético River Plate","Genoa CFC","5100000"
"Cristian Ansaldi","Zenit St. Petersburg","Genoa CFC","4000000"
"Leonardo Morosini","Brescia Calcio","Genoa CFC","2500000"
"Davide Biraschi","US Avellino 1912","Genoa CFC","1600000"
"Andrea Beghetto","SPAL 2013","Genoa CFC","1500000"
"Santiago Gentiletti","SS Lazio","Genoa CFC","500000"
"Simone Tascone","Ternana Calcio","Genoa CFC","100000"
"Leonardo Pavoletti","Genoa CFC","SSC Napoli","18000000"
"Cristian Ansaldi","Genoa CFC","Inter Milan","10500000"
"Diego Perotti","Genoa CFC","AS Roma","9000000"
"Tomás Rincón","Genoa CFC","Juventus FC","8000000"
"Sebastien De Maio","Genoa CFC","RSC Anderlecht","3300000"
"Panagiotis Tachtsidis","Genoa CFC","Torino FC","1300000"
"Diego Capel","Genoa CFC","RSC Anderlecht","200000"
"Gabriel Barbosa","Santos FC","Inter Milan","29500000"
"Antonio Candreva","SS Lazio","Inter Milan","22000000"
"Éder","UC Sampdoria","Inter Milan","9800000"
"Gianluca Caprari","Delfino Pescara 1936","Inter Milan","8250000"
"Dodô","AS Roma","Inter Milan","7800000"
"Marcelo Brozovic","GNK Dinamo Zagreb","Inter Milan","5000000"
"Rey Manaj","US Cremonese","Inter Milan","500000"
"Cristiano Biraghi","Inter Milan","Delfino Pescara 1936","5000000"
"Daniel Bessa","Inter Milan","Hellas Verona","1200000"
"Gonzalo Higuaín","SSC Napoli","Juventus FC","90000000"
"Miralem Pjanic","AS Roma","Juventus FC","32000000"
"Marko Pjaca","GNK Dinamo Zagreb","Juventus FC","23000000"
"Riccardo Orsolini","Ascoli Picchio","Juventus FC","6000000"
"Hernanes","Juventus FC","Hebei China Fortune","8000000"
"Hördur Magnússon","Juventus FC","Bristol City","2100000"
"Vincenzo Fiorillo","Juventus FC","Delfino Pescara 1936","1000000"
"Andrea Schiavone","Juventus FC","AC Cesena","500000"
"Bastos","FK Rostov","SS Lazio","5000000"
"Jordan Lukaku","KV Oostende","SS Lazio","4000000"
"Luiz Felipe","Ituano Futebol Clube (SP)","SS Lazio","750000"
"Ogenyi Onazi","SS Lazio","Trabzonspor","3500000"
"Gianluca Lapadula","Delfino Pescara 1936","AC Milan","9000000"
"Gustavo Gómez","Club Atlético Lanús","AC Milan","8500000"
"José Sosa","Besiktas JK","AC Milan","7500000"
"Stephan El Shaarawy","AC Milan","AS Roma","13000000"
"Gianmario Comi","AC Milan","Carpi FC 1909","300000"
"Arkadiusz Milik","Ajax Amsterdam","SSC Napoli","32000000"
"Piotr Zielinski","Udinese Calcio","SSC Napoli","14000000"
"Leandrinho","Associação Atlética Ponte Preta","SSC Napoli","590000"
"Mirko Valdifiori","SSC Napoli","Torino FC","3400000"
"Mariano Andújar","SSC Napoli","Club Estudiantes de La Plata","455000"
"Soma Novothny","SSC Napoli","Sint-Truidense VV","150000"
"Bruno Henrique","Sport Club Corinthians Paulista","US Palermo","3300000"
"Haitam Aleesami","IFK Göteborg","US Palermo","1380000"
"Stefan Silva","GIF Sundsvall","US Palermo","800000"
"Alessandro Gazzi","Torino FC","US Palermo","700000"
"Ilija Nestorovski","NK Inter Zapresic","US Palermo","500000"
"Bruno Henrique","US Palermo","Sociedade Esportiva Palmeiras","3500000"
"Achraf Lazaar","US Palermo","Newcastle United","2850000"
"Emiliano Viviano","US Palermo","UC Sampdoria","2300000"
"Ahmad Benali","US Palermo","Delfino Pescara 1936","1000000"
"Valerio Verre","Udinese Calcio","Delfino Pescara 1936","4000000"
"Stefano Pettinari","AS Roma","Delfino Pescara 1936","400000"
"Antonio Mazzotta","AC Cesena","Delfino Pescara 1936","350000"
"Alessandro Crescenzi","AS Roma","Delfino Pescara 1936","300000"
"Alessio Di Massimo","Sant'Omero Palmense","Delfino Pescara 1936","300000"
"Andrea Coda","UC Sampdoria","Delfino Pescara 1936","200000"
"Cesare Bovo","Torino FC","Delfino Pescara 1936","100000"
"Valerio Verre","Delfino Pescara 1936","UC Sampdoria","4000000"
"Gerson","Fluminense Football Club","AS Roma","16600000"
"Antonio Rüdiger","VfB Stuttgart","AS Roma","9000000"
"Alisson","Sport Club Internacional","AS Roma","8000000"
"Ervin Zukanovic","UC Sampdoria","AS Roma","2800000"
"Abdullahi Nura","Spezia Calcio","AS Roma","2500000"
"Umar Sadiq","Spezia Calcio","AS Roma","2500000"
"Emerson","Santos FC","AS Roma","2000000"
"Norbert Gyömbér","Calcio Catania","AS Roma","1500000"
"Adem Ljajic","AS Roma","Torino FC","9000000"
"Iago Falque","AS Roma","Torino FC","6000000"
"Matteo Politano","AS Roma","US Sassuolo","3500000"
"Mihai Balasa","AS Roma","Steaua Bukarest","500000"
"Tomas Vestenicky","AS Roma","Cracovia Kraków","100000"
"Dennis Praet","RSC Anderlecht","UC Sampdoria","10000000"
"Jacopo Sala","Hellas Verona","UC Sampdoria","5000000"
"Patrik Schick","AC Sparta Praha","UC Sampdoria","4000000"
"Karol Linetty","Lech Poznan","UC Sampdoria","3200000"
"Fabio Quagliarella","Torino FC","UC Sampdoria","2700000"
"Bartosz Bereszynski","Legia Warszawa","UC Sampdoria","2000000"
"Lorenco Simic","HNK Hajduk Split","UC Sampdoria","1200000"
"Antonio Palumbo","Ternana Calcio","UC Sampdoria","700000"
"Fernando","UC Sampdoria","Spartak Moscow","12500000"
"Alfred Duncan","UC Sampdoria","US Sassuolo","6000000"
"Lorenzo De Silvestri","UC Sampdoria","Torino FC","3500000"
"Pawel Wszolek","UC Sampdoria","Hellas Verona","2000000"
"José Campaña","UC Sampdoria","Levante UD","500000"
"Timo Letschert","FC Utrecht","US Sassuolo","3500000"
"Antonino Ragusa","AC Cesena","US Sassuolo","2400000"
"Pietro Iemmello","Spezia Calcio","US Sassuolo","2300000"
"Sasa Lukic","FK Partizan Belgrade","Torino FC","1700000"
"Samuel Gustafson","BK Häcken","Torino FC","600000"
"Carlão","APOEL Nicosia","Torino FC","500000"
"Josef Martínez","Torino FC","Atlanta United FC","4500000"
"Juan Sánchez Miño","Torino FC","Club Atlético Independiente","1280000"
"Kevin Lasagna","Carpi FC 1909","Udinese Calcio","4500000"
"Ewandro Costa","São Paulo Futebol Clube","Udinese Calcio","3000000"
"Pervis Estupiñán","LDU Quito","Udinese Calcio","500000"
"Nicolás López","Udinese Calcio","Sport Club Internacional","9090000"
"Gabriel Torje","Udinese Calcio","Terek Grozny","1000000"
"Iván Piris","Udinese Calcio","CF Monterrey","1000000"
